noise_id,noise_filename,source_filename,start_sec,end_sec,sample_rate,duration
noise_14917,BC2026_Train_10576_S19_20241213_183000_noise_05-10.wav,BC2026_Train_10576_S19_20241213_183000.ogg,5,10,32000,5
noise_112830,BC2026_Train_3197_S02_20220217_200000_noise_05-10.wav,BC2026_Train_3197_S02_20220217_200000.ogg,5,10,32000,5
noise_119678,BC2026_Train_0574_S01_20211129_040000_noise_00-05.wav,BC2026_Train_0574_S01_20211129_040000.ogg,0,5,32000,5
noise_105086,BC2026_Train_4920_S02_20240314_031500_noise_05-10.wav,BC2026_Train_4920_S02_20240314_031500.ogg,5,10,32000,5
noise_88889,BC2026_Train_4950_S02_20240321_010000_noise_00-05.wav,BC2026_Train_4950_S02_20240321_010000.ogg,0,5,32000,5
noise_28021,BC2026_Train_9095_S22_20230906_181500_noise_05-10.wav,BC2026_Train_9095_S22_20230906_181500.ogg,5,10,32000,5
noise_26976,BC2026_Train_7223_S22_20211022_024500_noise_00-05.wav,BC2026_Train_7223_S22_20211022_024500.ogg,0,5,32000,5
noise_62994,BC2026_Train_3677_S02_20221019_180000_noise_05-10.wav,BC2026_Train_3677_S02_20221019_180000.ogg,5,10,32000,5
noise_117758,BC2026_Train_7243_S22_20211025_190000_noise_00-05.wav,BC2026_Train_7243_S22_20211025_190000.ogg,0,5,32000,5
noise_83070,BC2026_Train_0952_S01_20220415_031500_noise_05-10.wav,BC2026_Train_0952_S01_20220415_031500.ogg,5,10,32000,5
noise_104773,BC2026_Train_3387_S02_20220404_181500_noise_00-05.wav,BC2026_Train_3387_S02_20220404_181500.ogg,0,5,32000,5
noise_11796,BC2026_Train_1521_S01_20230905_040000_noise_00-05.wav,BC2026_Train_1521_S01_20230905_040000.ogg,0,5,32000,5
noise_47297,BC2026_Train_1318_S01_20230321_014500_noise_00-05.wav,BC2026_Train_1318_S01_20230321_014500.ogg,0,5,32000,5
noise_81749,BC2026_Train_7124_S22_20211003_211500_noise_00-05.wav,BC2026_Train_7124_S22_20211003_211500.ogg,0,5,32000,5
noise_120770,BC2026_Train_1670_S01_20231004_200000_noise_00-05.wav,BC2026_Train_1670_S01_20231004_200000.ogg,0,5,32000,5
noise_22800,BC2026_Train_4522_S02_20231128_023000_noise_00-05.wav,BC2026_Train_4522_S02_20231128_023000.ogg,0,5,32000,5
noise_67637,BC2026_Train_9981_S22_20240212_204500_noise_00-05.wav,BC2026_Train_9981_S22_20240212_204500.ogg,0,5,32000,5
noise_60246,BC2026_Train_3674_S02_20221018_001500_noise_05-10.wav,BC2026_Train_3674_S02_20221018_001500.ogg,5,10,32000,5
noise_88637,BC2026_Train_0989_S01_20220422_234500_noise_00-05.wav,BC2026_Train_0989_S01_20220422_234500.ogg,0,5,32000,5
noise_63365,BC2026_Train_10583_S19_20241213_220000_noise_00-05.wav,BC2026_Train_10583_S19_20241213_220000.ogg,0,5,32000,5
noise_36029,BC2026_Train_10382_S22_20240413_191500_noise_00-05.wav,BC2026_Train_10382_S22_20240413_191500.ogg,0,5,32000,5
noise_86082,BC2026_Train_8114_S22_20220910_221500_noise_05-10.wav,BC2026_Train_8114_S22_20220910_221500.ogg,5,10,32000,5
noise_11893,BC2026_Train_2799_S02_20211107_210000_noise_05-10.wav,BC2026_Train_2799_S02_20211107_210000.ogg,5,10,32000,5
noise_63162,BC2026_Train_9810_S22_20240113_194500_noise_05-10.wav,BC2026_Train_9810_S22_20240113_194500.ogg,5,10,32000,5
noise_92333,BC2026_Train_3028_S02_20220104_180000_noise_00-05.wav,BC2026_Train_3028_S02_20220104_180000.ogg,0,5,32000,5
noise_34019,BC2026_Train_4292_S02_20230926_200000_noise_05-10.wav,BC2026_Train_4292_S02_20230926_200000.ogg,5,10,32000,5
noise_37313,BC2026_Train_9090_S22_20230905_220000_noise_00-05.wav,BC2026_Train_9090_S22_20230905_220000.ogg,0,5,32000,5
noise_69185,BC2026_Train_4972_S02_20240325_183000_noise_00-05.wav,BC2026_Train_4972_S02_20240325_183000.ogg,0,5,32000,5
noise_117122,BC2026_Train_3191_S02_20220216_033000_noise_00-05.wav,BC2026_Train_3191_S02_20220216_033000.ogg,0,5,32000,5
noise_3937,BC2026_Train_4940_S02_20240318_203000_noise_05-10.wav,BC2026_Train_4940_S02_20240318_203000.ogg,5,10,32000,5
noise_47034,BC2026_Train_0099_S06_20140508_210600_noise_05-10.wav,BC2026_Train_0099_S06_20140508_210600.ogg,5,10,32000,5
noise_4501,BC2026_Train_7775_S22_20220201_040000_noise_05-10.wav,BC2026_Train_7775_S22_20220201_040000.ogg,5,10,32000,5
noise_12481,BC2026_Train_2656_S02_20211001_021500_noise_05-10.wav,BC2026_Train_2656_S02_20211001_021500.ogg,5,10,32000,5
noise_82470,BC2026_Train_6650_S13_20231028_010000_noise_05-10.wav,BC2026_Train_6650_S13_20231028_010000.ogg,5,10,32000,5
noise_45882,BC2026_Train_9441_S22_20231106_194500_noise_05-10.wav,BC2026_Train_9441_S22_20231106_194500.ogg,5,10,32000,5
noise_87990,BC2026_Train_10046_S22_20240223_011500_noise_05-10.wav,BC2026_Train_10046_S22_20240223_011500.ogg,5,10,32000,5
noise_95874,BC2026_Train_8089_S22_20220904_221500_noise_05-10.wav,BC2026_Train_8089_S22_20220904_221500.ogg,5,10,32000,5
noise_32171,BC2026_Train_6669_S13_20231101_234500_noise_05-10.wav,BC2026_Train_6669_S13_20231101_234500.ogg,5,10,32000,5
noise_52349,BC2026_Train_3515_S02_20220907_183000_noise_00-05.wav,BC2026_Train_3515_S02_20220907_183000.ogg,0,5,32000,5
noise_41310,BC2026_Train_8781_S22_20230112_203000_noise_05-10.wav,BC2026_Train_8781_S22_20230112_203000.ogg,5,10,32000,5
noise_20460,BC2026_Train_1945_S01_20231130_204500_noise_00-05.wav,BC2026_Train_1945_S01_20231130_204500.ogg,0,5,32000,5
noise_45318,BC2026_Train_3082_S02_20220120_011500_noise_05-10.wav,BC2026_Train_3082_S02_20220120_011500.ogg,5,10,32000,5
noise_31800,BC2026_Train_5911_S13_20221127_023000_noise_00-05.wav,BC2026_Train_5911_S13_20221127_023000.ogg,0,5,32000,5
noise_35538,BC2026_Train_1571_S01_20230915_201500_noise_05-10.wav,BC2026_Train_1571_S01_20230915_201500.ogg,5,10,32000,5
noise_21912,BC2026_Train_0805_S01_20220120_201500_noise_00-05.wav,BC2026_Train_0805_S01_20220120_201500.ogg,0,5,32000,5
noise_82998,BC2026_Train_0589_S01_20211202_010000_noise_05-10.wav,BC2026_Train_0589_S01_20211202_010000.ogg,5,10,32000,5
noise_115682,BC2026_Train_10090_S22_20240229_020000_noise_00-05.wav,BC2026_Train_10090_S22_20240229_020000.ogg,0,5,32000,5
noise_56993,BC2026_Train_2633_S02_20210922_040000_noise_00-05.wav,BC2026_Train_2633_S02_20210922_040000.ogg,0,5,32000,5
noise_14184,BC2026_Train_7188_S22_20211015_203000_noise_00-05.wav,BC2026_Train_7188_S22_20211015_203000.ogg,0,5,32000,5
noise_0277,BC2026_Train_1010_S01_20220426_011500_noise_05-10.wav,BC2026_Train_1010_S01_20220426_011500.ogg,5,10,32000,5
noise_78018,BC2026_Train_4037_S02_20230128_231500_noise_05-10.wav,BC2026_Train_4037_S02_20230128_231500.ogg,5,10,32000,5
noise_90449,BC2026_Train_5756_S13_20221014_020000_noise_00-05.wav,BC2026_Train_5756_S13_20221014_020000.ogg,0,5,32000,5
noise_92861,BC2026_Train_7912_S22_20220227_180000_noise_00-05.wav,BC2026_Train_7912_S22_20220227_180000.ogg,0,5,32000,5
noise_125202,BC2026_Train_7206_S22_20211019_034500_noise_05-10.wav,BC2026_Train_7206_S22_20211019_034500.ogg,5,10,32000,5
noise_62561,BC2026_Train_2309_S01_20240222_193000_noise_00-05.wav,BC2026_Train_2309_S01_20240222_193000.ogg,0,5,32000,5
noise_73361,BC2026_Train_9271_S22_20231007_184500_noise_00-05.wav,BC2026_Train_9271_S22_20231007_184500.ogg,0,5,32000,5
noise_110382,BC2026_Train_6372_S13_20230407_013000_noise_05-10.wav,BC2026_Train_6372_S13_20230407_013000.ogg,5,10,32000,5
noise_99545,BC2026_Train_9562_S22_20231128_191500_noise_00-05.wav,BC2026_Train_9562_S22_20231128_191500.ogg,0,5,32000,5
noise_11664,BC2026_Train_7473_S22_20211206_034500_noise_00-05.wav,BC2026_Train_7473_S22_20211206_034500.ogg,0,5,32000,5
noise_106481,BC2026_Train_0874_S01_20220204_184500_noise_00-05.wav,BC2026_Train_0874_S01_20220204_184500.ogg,0,5,32000,5
noise_36906,BC2026_Train_9455_S22_20231108_193000_noise_05-10.wav,BC2026_Train_9455_S22_20231108_193000.ogg,5,10,32000,5
noise_51485,BC2026_Train_4693_S02_20240114_194500_noise_00-05.wav,BC2026_Train_4693_S02_20240114_194500.ogg,0,5,32000,5
noise_85470,BC2026_Train_4959_S02_20240322_213000_noise_05-10.wav,BC2026_Train_4959_S02_20240322_213000.ogg,5,10,32000,5
noise_73458,BC2026_Train_4387_S02_20231021_201500_noise_05-10.wav,BC2026_Train_4387_S02_20231021_201500.ogg,5,10,32000,5
noise_70446,BC2026_Train_6306_S13_20230317_234500_noise_05-10.wav,BC2026_Train_6306_S13_20230317_234500.ogg,5,10,32000,5
noise_62226,BC2026_Train_8623_S22_20221213_211500_noise_05-10.wav,BC2026_Train_8623_S22_20221213_211500.ogg,5,10,32000,5
noise_50058,BC2026_Train_3108_S02_20220126_030000_noise_05-10.wav,BC2026_Train_3108_S02_20220126_030000.ogg,5,10,32000,5
noise_81185,BC2026_Train_5535_S13_20220410_180000_noise_00-05.wav,BC2026_Train_5535_S13_20220410_180000.ogg,0,5,32000,5
noise_109853,BC2026_Train_3761_S02_20221107_013000_noise_00-05.wav,BC2026_Train_3761_S02_20221107_013000.ogg,0,5,32000,5
noise_74477,BC2026_Train_0210_S10_20251128_103307_noise_00-05.wav,BC2026_Train_0210_S10_20251128_103307.ogg,0,5,32000,5
noise_117903,BC2026_Train_4060_S02_20230204_234500_noise_05-10.wav,BC2026_Train_4060_S02_20230204_234500.ogg,5,10,32000,5
noise_85757,BC2026_Train_2834_S02_20211114_030000_noise_00-05.wav,BC2026_Train_2834_S02_20211114_030000.ogg,0,5,32000,5
noise_100263,BC2026_Train_9065_S22_20230901_033000_noise_00-05.wav,BC2026_Train_9065_S22_20230901_033000.ogg,0,5,32000,5
noise_7273,BC2026_Train_5602_S13_20220430_203000_noise_05-10.wav,BC2026_Train_5602_S13_20220430_203000.ogg,5,10,32000,5
noise_46458,BC2026_Train_5643_S13_20220911_191500_noise_05-10.wav,BC2026_Train_5643_S13_20220911_191500.ogg,5,10,32000,5
noise_92285,BC2026_Train_3788_S02_20221115_184500_noise_00-05.wav,BC2026_Train_3788_S02_20221115_184500.ogg,0,5,32000,5
noise_107897,BC2026_Train_2758_S02_20211026_031500_noise_00-05.wav,BC2026_Train_2758_S02_20211026_031500.ogg,0,5,32000,5
noise_84521,BC2026_Train_2540_S01_20240414_011500_noise_00-05.wav,BC2026_Train_2540_S01_20240414_011500.ogg,0,5,32000,5
noise_111642,BC2026_Train_3355_S02_20220326_224500_noise_05-10.wav,BC2026_Train_3355_S02_20220326_224500.ogg,5,10,32000,5
noise_50369,BC2026_Train_9273_S22_20231007_203000_noise_00-05.wav,BC2026_Train_9273_S22_20231007_203000.ogg,0,5,32000,5
noise_52901,BC2026_Train_4762_S02_20240130_031500_noise_00-05.wav,BC2026_Train_4762_S02_20240130_031500.ogg,0,5,32000,5
noise_61470,BC2026_Train_7737_S22_20220125_230000_noise_05-10.wav,BC2026_Train_7737_S22_20220125_230000.ogg,5,10,32000,5
noise_15240,BC2026_Train_1820_S01_20231105_223000_noise_00-05.wav,BC2026_Train_1820_S01_20231105_223000.ogg,0,5,32000,5
noise_17472,BC2026_Train_8279_S22_20221009_024500_noise_00-05.wav,BC2026_Train_8279_S22_20221009_024500.ogg,0,5,32000,5
noise_6228,BC2026_Train_7825_S22_20220210_214500_noise_00-05.wav,BC2026_Train_7825_S22_20220210_214500.ogg,0,5,32000,5
noise_115323,BC2026_Train_0722_S01_20211231_233000_noise_05-10.wav,BC2026_Train_0722_S01_20211231_233000.ogg,5,10,32000,5
noise_124769,BC2026_Train_6806_S13_20231215_003000_noise_00-05.wav,BC2026_Train_6806_S13_20231215_003000.ogg,0,5,32000,5
noise_29364,BC2026_Train_8819_S22_20230121_033000_noise_00-05.wav,BC2026_Train_8819_S22_20230121_033000.ogg,0,5,32000,5
noise_125693,BC2026_Train_7130_S22_20211004_190000_noise_00-05.wav,BC2026_Train_7130_S22_20211004_190000.ogg,0,5,32000,5
noise_4369,BC2026_Train_0939_S01_20220413_184500_noise_05-10.wav,BC2026_Train_0939_S01_20220413_184500.ogg,5,10,32000,5
noise_99461,BC2026_Train_7217_S22_20211021_191500_noise_00-05.wav,BC2026_Train_7217_S22_20211021_191500.ogg,0,5,32000,5
noise_64674,BC2026_Train_5952_S13_20221206_031500_noise_05-10.wav,BC2026_Train_5952_S13_20221206_031500.ogg,5,10,32000,5
noise_108581,BC2026_Train_0930_S01_20220214_233000_noise_00-05.wav,BC2026_Train_0930_S01_20220214_233000.ogg,0,5,32000,5
noise_47274,BC2026_Train_9753_S22_20240102_020000_noise_05-10.wav,BC2026_Train_9753_S22_20240102_020000.ogg,5,10,32000,5
noise_67229,BC2026_Train_8498_S22_20221121_200000_noise_00-05.wav,BC2026_Train_8498_S22_20221121_200000.ogg,0,5,32000,5
noise_99783,BC2026_Train_9031_S22_20230227_001500_noise_00-05.wav,BC2026_Train_9031_S22_20230227_001500.ogg,0,5,32000,5
noise_3252,BC2026_Train_7421_S22_20211128_203000_noise_00-05.wav,BC2026_Train_7421_S22_20211128_203000.ogg,0,5,32000,5
noise_0876,BC2026_Train_9550_S22_20231126_031500_noise_00-05.wav,BC2026_Train_9550_S22_20231126_031500.ogg,0,5,32000,5
noise_67925,BC2026_Train_9662_S22_20231215_200000_noise_00-05.wav,BC2026_Train_9662_S22_20231215_200000.ogg,0,5,32000,5
noise_74117,BC2026_Train_9446_S22_20231107_184500_noise_00-05.wav,BC2026_Train_9446_S22_20231107_184500.ogg,0,5,32000,5
noise_96342,BC2026_Train_4152_S02_20230225_213000_noise_05-10.wav,BC2026_Train_4152_S02_20230225_213000.ogg,5,10,32000,5
noise_1441,BC2026_Train_7715_S22_20220123_030000_noise_05-10.wav,BC2026_Train_7715_S22_20220123_030000.ogg,5,10,32000,5
noise_78522,BC2026_Train_2983_S02_20211226_013000_noise_05-10.wav,BC2026_Train_2983_S02_20211226_013000.ogg,5,10,32000,5
noise_21565,BC2026_Train_1677_S01_20231006_223000_noise_05-10.wav,BC2026_Train_1677_S01_20231006_223000.ogg,5,10,32000,5
noise_53165,BC2026_Train_6774_S13_20231205_011500_noise_00-05.wav,BC2026_Train_6774_S13_20231205_011500.ogg,0,5,32000,5
noise_91350,BC2026_Train_1958_S01_20231204_003000_noise_05-10.wav,BC2026_Train_1958_S01_20231204_003000.ogg,5,10,32000,5
noise_96617,BC2026_Train_0218_S10_20251128_103307_noise_00-05.wav,BC2026_Train_0218_S10_20251128_103307.ogg,0,5,32000,5
noise_73254,BC2026_Train_6178_S13_20230203_200000_noise_05-10.wav,BC2026_Train_6178_S13_20230203_200000.ogg,5,10,32000,5
noise_11712,BC2026_Train_4816_S02_20240213_013000_noise_00-05.wav,BC2026_Train_4816_S02_20240213_013000.ogg,0,5,32000,5
noise_43601,BC2026_Train_3978_S02_20230107_183000_noise_00-05.wav,BC2026_Train_3978_S02_20230107_183000.ogg,0,5,32000,5
noise_9564,BC2026_Train_10319_S22_20240404_184500_noise_00-05.wav,BC2026_Train_10319_S22_20240404_184500.ogg,0,5,32000,5
noise_57942,BC2026_Train_1687_S01_20231008_211500_noise_05-10.wav,BC2026_Train_1687_S01_20231008_211500.ogg,5,10,32000,5
noise_125778,BC2026_Train_1255_S01_20230308_191500_noise_05-10.wav,BC2026_Train_1255_S01_20230308_191500.ogg,5,10,32000,5
noise_114341,BC2026_Train_8753_S22_20230105_220000_noise_00-05.wav,BC2026_Train_8753_S22_20230105_220000.ogg,0,5,32000,5
noise_122234,BC2026_Train_5966_S13_20221210_213000_noise_00-05.wav,BC2026_Train_5966_S13_20221210_213000.ogg,0,5,32000,5
noise_24709,BC2026_Train_6894_S13_20240108_233000_noise_05-10.wav,BC2026_Train_6894_S13_20240108_233000.ogg,5,10,32000,5
noise_16080,BC2026_Train_1473_S01_20230423_001500_noise_00-05.wav,BC2026_Train_1473_S01_20230423_001500.ogg,0,5,32000,5
noise_5064,BC2026_Train_0320_S01_20210927_010000_noise_00-05.wav,BC2026_Train_0320_S01_20210927_010000.ogg,0,5,32000,5
noise_46314,BC2026_Train_0305_S01_20210925_024500_noise_05-10.wav,BC2026_Train_0305_S01_20210925_024500.ogg,5,10,32000,5
noise_75365,BC2026_Train_5492_S13_20220331_203000_noise_00-05.wav,BC2026_Train_5492_S13_20220331_203000.ogg,0,5,32000,5
noise_46553,BC2026_Train_2999_S02_20211230_023000_noise_00-05.wav,BC2026_Train_2999_S02_20211230_023000.ogg,0,5,32000,5
noise_10693,BC2026_Train_10346_S22_20240408_033000_noise_05-10.wav,BC2026_Train_10346_S22_20240408_033000.ogg,5,10,32000,5
noise_0372,BC2026_Train_9217_S22_20230928_201500_noise_00-05.wav,BC2026_Train_9217_S22_20230928_201500.ogg,0,5,32000,5
noise_0000,BC2026_Train_3149_S02_20220205_024500_noise_00-05.wav,BC2026_Train_3149_S02_20220205_024500.ogg,0,5,32000,5
noise_120902,BC2026_Train_6841_S13_20231226_024500_noise_00-05.wav,BC2026_Train_6841_S13_20231226_024500.ogg,0,5,32000,5
noise_91830,BC2026_Train_9886_S22_20240128_033000_noise_05-10.wav,BC2026_Train_9886_S22_20240128_033000.ogg,5,10,32000,5
noise_59021,BC2026_Train_4747_S02_20240127_014500_noise_00-05.wav,BC2026_Train_4747_S02_20240127_014500.ogg,0,5,32000,5
noise_120578,BC2026_Train_2650_S02_20210929_221500_noise_00-05.wav,BC2026_Train_2650_S02_20210929_221500.ogg,0,5,32000,5
noise_48593,BC2026_Train_2520_S01_20240410_233000_noise_00-05.wav,BC2026_Train_2520_S01_20240410_233000.ogg,0,5,32000,5
noise_12864,BC2026_Train_1190_S01_20230223_231500_noise_00-05.wav,BC2026_Train_1190_S01_20230223_231500.ogg,0,5,32000,5
noise_21985,BC2026_Train_1761_S01_20231023_033000_noise_05-10.wav,BC2026_Train_1761_S01_20231023_033000.ogg,5,10,32000,5
noise_106301,BC2026_Train_0664_S01_20211219_183000_noise_00-05.wav,BC2026_Train_0664_S01_20211219_183000.ogg,0,5,32000,5
noise_125057,BC2026_Train_3094_S02_20220122_031500_noise_00-05.wav,BC2026_Train_3094_S02_20220122_031500.ogg,0,5,32000,5
noise_92501,BC2026_Train_9612_S22_20231207_023000_noise_00-05.wav,BC2026_Train_9612_S22_20231207_023000.ogg,0,5,32000,5
noise_96870,BC2026_Train_4471_S02_20231115_031500_noise_05-10.wav,BC2026_Train_4471_S02_20231115_031500.ogg,5,10,32000,5
noise_13621,BC2026_Train_5881_S13_20221118_233000_noise_05-10.wav,BC2026_Train_5881_S13_20221118_233000.ogg,5,10,32000,5
noise_52338,BC2026_Train_7740_S22_20220126_033000_noise_05-10.wav,BC2026_Train_7740_S22_20220126_033000.ogg,5,10,32000,5
noise_76842,BC2026_Train_4338_S02_20231008_031500_noise_05-10.wav,BC2026_Train_4338_S02_20231008_031500.ogg,5,10,32000,5
noise_26233,BC2026_Train_1729_S01_20231017_034500_noise_05-10.wav,BC2026_Train_1729_S01_20231017_034500.ogg,5,10,32000,5
noise_79421,BC2026_Train_2698_S02_20211010_031500_noise_00-05.wav,BC2026_Train_2698_S02_20211010_031500.ogg,0,5,32000,5
noise_40530,BC2026_Train_5549_S13_20220414_214500_noise_05-10.wav,BC2026_Train_5549_S13_20220414_214500.ogg,5,10,32000,5
noise_40206,BC2026_Train_5898_S13_20221124_030000_noise_05-10.wav,BC2026_Train_5898_S13_20221124_030000.ogg,5,10,32000,5
noise_52469,BC2026_Train_6788_S13_20231209_031500_noise_00-05.wav,BC2026_Train_6788_S13_20231209_031500.ogg,0,5,32000,5
noise_119547,BC2026_Train_2154_S01_20240117_030000_noise_05-10.wav,BC2026_Train_2154_S01_20240117_030000.ogg,5,10,32000,5
noise_32122,BC2026_Train_8253_S22_20221004_030000_noise_00-05.wav,BC2026_Train_8253_S22_20221004_030000.ogg,0,5,32000,5
noise_124166,BC2026_Train_1647_S01_20230930_234500_noise_00-05.wav,BC2026_Train_1647_S01_20230930_234500.ogg,0,5,32000,5
noise_114066,BC2026_Train_9785_S22_20240108_184500_noise_05-10.wav,BC2026_Train_9785_S22_20240108_184500.ogg,5,10,32000,5
noise_50250,BC2026_Train_7401_S22_20211124_231500_noise_05-10.wav,BC2026_Train_7401_S22_20211124_231500.ogg,5,10,32000,5
noise_113093,BC2026_Train_6161_S13_20230129_180000_noise_00-05.wav,BC2026_Train_6161_S13_20230129_180000.ogg,0,5,32000,5
noise_61349,BC2026_Train_8308_S22_20221013_231500_noise_00-05.wav,BC2026_Train_8308_S22_20221013_231500.ogg,0,5,32000,5
noise_25201,BC2026_Train_8486_S22_20221118_221500_noise_05-10.wav,BC2026_Train_8486_S22_20221118_221500.ogg,5,10,32000,5
noise_48102,BC2026_Train_2905_S02_20211204_180000_noise_05-10.wav,BC2026_Train_2905_S02_20211204_180000.ogg,5,10,32000,5
noise_20689,BC2026_Train_1129_S01_20230213_194500_noise_05-10.wav,BC2026_Train_1129_S01_20230213_194500.ogg,5,10,32000,5
noise_116559,BC2026_Train_4847_S02_20240219_181500_noise_05-10.wav,BC2026_Train_4847_S02_20240219_181500.ogg,5,10,32000,5
noise_115790,BC2026_Train_9033_S22_20230227_190000_noise_00-05.wav,BC2026_Train_9033_S22_20230227_190000.ogg,0,5,32000,5
noise_111149,BC2026_Train_0726_S01_20220101_233000_noise_00-05.wav,BC2026_Train_0726_S01_20220101_233000.ogg,0,5,32000,5
noise_39258,BC2026_Train_6072_S13_20230106_001500_noise_05-10.wav,BC2026_Train_6072_S13_20230106_001500.ogg,5,10,32000,5
noise_43290,BC2026_Train_0455_S01_20211104_184500_noise_05-10.wav,BC2026_Train_0455_S01_20211104_184500.ogg,5,10,32000,5
noise_69390,BC2026_Train_0955_S01_20220415_224500_noise_05-10.wav,BC2026_Train_0955_S01_20220415_224500.ogg,5,10,32000,5
noise_107717,BC2026_Train_7686_S22_20220116_010000_noise_00-05.wav,BC2026_Train_7686_S22_20220116_010000.ogg,0,5,32000,5
noise_2473,BC2026_Train_3662_S02_20221014_200000_noise_05-10.wav,BC2026_Train_3662_S02_20221014_200000.ogg,5,10,32000,5
noise_7045,BC2026_Train_8925_S22_20230209_181500_noise_05-10.wav,BC2026_Train_8925_S22_20230209_181500.ogg,5,10,32000,5
noise_115239,BC2026_Train_3773_S02_20221111_024500_noise_05-10.wav,BC2026_Train_3773_S02_20221111_024500.ogg,5,10,32000,5
noise_46362,BC2026_Train_10630_S19_20241011_173000_noise_05-10.wav,BC2026_Train_10630_S19_20241011_173000.ogg,5,10,32000,5
noise_61854,BC2026_Train_4508_S02_20231123_231500_noise_05-10.wav,BC2026_Train_4508_S02_20231123_231500.ogg,5,10,32000,5
noise_98297,BC2026_Train_0660_S01_20211217_233000_noise_00-05.wav,BC2026_Train_0660_S01_20211217_233000.ogg,0,5,32000,5
noise_85097,BC2026_Train_10183_S22_20240315_184500_noise_00-05.wav,BC2026_Train_10183_S22_20240315_184500.ogg,0,5,32000,5
noise_97266,BC2026_Train_7780_S22_20220202_181500_noise_05-10.wav,BC2026_Train_7780_S22_20220202_181500.ogg,5,10,32000,5
noise_37506,BC2026_Train_2316_S01_20240223_233000_noise_05-10.wav,BC2026_Train_2316_S01_20240223_233000.ogg,5,10,32000,5
noise_111894,BC2026_Train_2689_S02_20211009_014500_noise_05-10.wav,BC2026_Train_2689_S02_20211009_014500.ogg,5,10,32000,5
noise_98934,BC2026_Train_2716_S02_20211014_014500_noise_05-10.wav,BC2026_Train_2716_S02_20211014_014500.ogg,5,10,32000,5
noise_94974,BC2026_Train_0086_S05_20241125_030005_noise_05-10.wav,BC2026_Train_0086_S05_20241125_030005.ogg,5,10,32000,5
noise_88997,BC2026_Train_6681_S13_20231105_194500_noise_00-05.wav,BC2026_Train_6681_S13_20231105_194500.ogg,0,5,32000,5
noise_99796,BC2026_Train_3466_S02_20220425_191500_noise_05-10.wav,BC2026_Train_3466_S02_20220425_191500.ogg,5,10,32000,5
noise_35081,BC2026_Train_7627_S22_20220104_213000_noise_00-05.wav,BC2026_Train_7627_S22_20220104_213000.ogg,0,5,32000,5
noise_105629,BC2026_Train_3241_S02_20220227_220000_noise_00-05.wav,BC2026_Train_3241_S02_20220227_220000.ogg,0,5,32000,5
noise_87101,BC2026_Train_4928_S02_20240315_213000_noise_00-05.wav,BC2026_Train_4928_S02_20240315_213000.ogg,0,5,32000,5
noise_34883,BC2026_Train_0201_S10_20251128_103307_noise_05-10.wav,BC2026_Train_0201_S10_20251128_103307.ogg,5,10,32000,5
noise_120350,BC2026_Train_9270_S22_20231007_033000_noise_00-05.wav,BC2026_Train_9270_S22_20231007_033000.ogg,0,5,32000,5
noise_96942,BC2026_Train_2577_S01_20240422_191500_noise_05-10.wav,BC2026_Train_2577_S01_20240422_191500.ogg,5,10,32000,5
noise_65166,BC2026_Train_2282_S01_20240216_024500_noise_05-10.wav,BC2026_Train_2282_S01_20240216_024500.ogg,5,10,32000,5
noise_73109,BC2026_Train_5705_S13_20220929_024500_noise_00-05.wav,BC2026_Train_5705_S13_20220929_024500.ogg,0,5,32000,5
noise_106242,BC2026_Train_2560_S01_20240418_220000_noise_05-10.wav,BC2026_Train_2560_S01_20240418_220000.ogg,5,10,32000,5
noise_66114,BC2026_Train_0398_S01_20211014_214500_noise_05-10.wav,BC2026_Train_0398_S01_20211014_214500.ogg,5,10,32000,5
noise_50466,BC2026_Train_2125_S01_20240108_221500_noise_05-10.wav,BC2026_Train_2125_S01_20240108_221500.ogg,5,10,32000,5
noise_41609,BC2026_Train_8346_S22_20221020_231500_noise_00-05.wav,BC2026_Train_8346_S22_20221020_231500.ogg,0,5,32000,5
noise_76950,BC2026_Train_2651_S02_20210930_023000_noise_05-10.wav,BC2026_Train_2651_S02_20210930_023000.ogg,5,10,32000,5
noise_100705,BC2026_Train_6687_S13_20231108_013000_noise_00-05.wav,BC2026_Train_6687_S13_20231108_013000.ogg,0,5,32000,5
noise_8473,BC2026_Train_8116_S22_20220911_001500_noise_05-10.wav,BC2026_Train_8116_S22_20220911_001500.ogg,5,10,32000,5
noise_6780,BC2026_Train_9316_S22_20231013_234500_noise_00-05.wav,BC2026_Train_9316_S22_20231013_234500.ogg,0,5,32000,5
noise_84450,BC2026_Train_5804_S13_20221026_181500_noise_05-10.wav,BC2026_Train_5804_S13_20221026_181500.ogg,5,10,32000,5
noise_92393,BC2026_Train_5533_S13_20220409_230000_noise_00-05.wav,BC2026_Train_5533_S13_20220409_230000.ogg,0,5,32000,5
noise_84317,BC2026_Train_1685_S01_20231008_020000_noise_00-05.wav,BC2026_Train_1685_S01_20231008_020000.ogg,0,5,32000,5
noise_61205,BC2026_Train_5273_S13_20211105_234500_noise_00-05.wav,BC2026_Train_5273_S13_20211105_234500.ogg,0,5,32000,5
noise_9721,BC2026_Train_8933_S22_20230210_223000_noise_05-10.wav,BC2026_Train_8933_S22_20230210_223000.ogg,5,10,32000,5
noise_108533,BC2026_Train_5870_S13_20221116_024500_noise_00-05.wav,BC2026_Train_5870_S13_20221116_024500.ogg,0,5,32000,5
